location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR(10yr)
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
pal_5,21.8,59.384076,0.43312898,16.650871,13.668065,7.688882735901812e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
terzan7,21.9,59.384076,0.43312898,16.650871,13.668065,7.653773682313219e-20
Djor2,13.2,4.5176959,0.80970554,14.711509,12.725943,1.8033336963878715e-18
ngc5272,9.7,1.0669882,0.3484345,12.233678,13.212265,1.751415659128798e-18
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc7492,24.3,59.384076,0.43312898,16.650871,13.668065,6.897845417393395e-20
ngc6569,8.1,2.0184312,0.61045007,11.798701,12.68338,1.590812499666781e-18
ngc7089,11.1,1.0669882,0.3484345,12.233678,13.212265,1.530516386806247e-18
ngc6809,5.1,4.9924959,0.80898264,15.814262,17.675663,1.1599546701623602e-18
ngc6656,3.1,1.4968091,0.47314939,12.943357,13.030213,7.082070105027045e-19
IC4499,17.6,3.584009,0.74827385,15.593163,15.539796,5.8428495618506165e-19
IC4499,17.6,3.584009,0.74827385,15.593163,15.539796,5.8428495618506165e-19
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
pal_14,69.8,59.384076,0.43312898,16.650871,13.668065,2.401398906055294e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
Eridanus,78,59.384076,0.43312898,16.650871,13.668065,2.1489441492648653e-20
ngc6656,3.1,102.30995,0.64275694,13.558281,8.4131381,2.0235476596118896e-20
ngc104,4.1,1.1346192,0.29436062,18.45329,18.231935,4.771254076781911e-19
ngc6402,8.4,1.6002784,0.51083051,11.999492,13.467272,4.677166648553718e-19
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
pal_3,86.7,59.384076,0.43312898,16.650871,13.668065,1.933306155047976e-20
ngc5466,16.3,2.4774064,0.58520193,25.000716,25.721277,4.3194031518590185e-19
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
pal_4,96.2,59.384076,0.43312898,16.650871,13.668065,1.7423871480525938e-20
ngc6235,9.4,3.2547248,0.73193582,13.682204,13.469288,4.0119845745620636e-19
ngc6235,9.4,3.2547248,0.73193582,13.682204,13.469288,4.0119845745620636e-19
ngc6235,9.4,3.2547248,0.73193582,13.682204,13.469288,4.0119845745620636e-19
ngc6235,9.4,3.2547248,0.73193582,13.682204,13.469288,4.0119845745620636e-19
IC4499,17.6,2.3516858,0.62543669,14.396147,17.197397,3.819013079909704e-19
ngc4833,5.7,4.9983574,0.80875199,18.026909,13.786807,3.438445613787553e-19
pal_8,11.7,3.2547248,0.73193582,13.682204,13.469288,3.2233038462293508e-19
pal_8,11.7,3.2547248,0.73193582,13.682204,13.469288,3.2233038462293508e-19
pal_8,11.7,3.2547248,0.73193582,13.682204,13.469288,3.2233038462293508e-19
pal_8,11.7,3.2547248,0.73193582,13.682204,13.469288,3.2233038462293508e-19
pal_8,11.7,3.2547248,0.73193582,13.682204,13.469288,3.2233038462293508e-19
ngc6553,4.1,5.0944854,0.85408381,7.6405654,7.5807099,3.1447575115687914e-19
ngc6218,5.4,3.0286407,0.71049363,13.425076,13.284357,2.828521949216916e-19
ngc6218,5.4,3.0286407,0.71049363,13.425076,13.284357,2.828521949216916e-19
ngc2419,90.4,0.97914352,0.22302427,24.103199,19.292028,2.334385436948367e-19
ngc2419,90.4,0.97914095,0.22302349,24.103199,19.292028,2.334182789529631e-19
ngc6760,6.9,3.0286407,0.71049363,13.425076,13.284357,2.2136258733001956e-19
ngc5927,7,3.0286407,0.71049363,13.425076,13.284357,2.182002646538764e-19
pal_10,10.6,6.1081706,0.83910603,17.525708,16.356967,2.1357724271239248e-19
pal_10,10.6,6.1081706,0.83910603,17.525708,16.356967,2.1357724271239248e-19
pal_10,10.6,6.1081706,0.83910603,17.525708,16.356967,2.1357724271239248e-19
pal_10,10.6,6.1081706,0.83910603,17.525708,16.356967,2.1357724271239248e-19
pal_10,10.6,6.1081706,0.83910603,17.525708,16.356967,2.1357724271239248e-19
pal_6,6.2,5.0944854,0.85408381,7.6405654,7.5807099,2.079597709263233e-19
pal_6,6.2,5.0944854,0.85408381,7.6405654,7.5807099,2.079597709263233e-19
ngc4590,9.9,4.9983574,0.80875199,18.026909,13.786807,1.979711110968591e-19
ngc7089,11.1,1.4968091,0.47314939,12.943357,13.030213,1.977875434737283e-19
Djor2,13.2,1.4968091,0.47314939,12.943357,13.030213,1.6632134337563517e-19
ngc4833,5.7,43.033157,0.18693141,17.085783,17.15947,6.801847024039857e-21
ngc4833,5.7,43.033157,0.18693141,17.085783,17.15947,6.801847024039857e-21
ngc5272,9.7,102.30995,0.64275694,13.558281,8.4131381,6.4670079843266586e-21
ngc7089,11.1,102.30995,0.64275694,13.558281,8.4131381,5.6513493196368086e-21
ngc6402,8.4,1.34959,0.42800694,12.335865,12.857669,1.1739248248776592e-19
ngc6402,8.4,1.34959,0.42800694,12.335865,12.857669,1.1739248248776592e-19
ngc6401,7.2,1.7342946,0.53003632,13.687744,11.882173,1.1233896701647558e-19
ngc6934,14.4,3.0286407,0.71049363,13.425076,13.284357,1.0606957309563436e-19
ngc6637,7.8,1.7342946,0.53003632,13.687744,11.882173,1.0369750801520824e-19
ngc6569,8.1,1.7342946,0.53003632,13.687744,11.882173,9.985685957020054e-20
ngc4590,9.9,43.033157,0.18693141,17.085783,17.15947,3.91621495323507e-21
ngc6656,3.1,1.2925504,0.39748082,11.756549,13.447408,8.40174179855598e-20
ngc7006,39.5,1.0832972,0.30808284,14.232399,16.360091,7.413987711813009e-20
ngc6266,6.6,1.493959,0.41153163,17.118615,18.373229,6.185103058926815e-20
ngc6809,5.1,2.3505578,0.60066719,17.963381,14.979476,5.294175562880575e-20
ngc5272,9.7,1.283875,0.3986368,11.756549,13.447408,3.13980094597929e-20
ngc5272,9.7,1.2925504,0.39748082,11.756549,13.447408,2.6850927397446947e-20
ngc5272,9.7,1.2925504,0.39748082,11.756549,13.447408,2.6850927397446947e-20
am1,115.9,6.1081706,0.83910603,17.525708,16.356967,1.953338026532666e-20
am1,115.9,6.1081706,0.83910603,17.525708,16.356967,1.953338026532666e-20
am1,115.9,6.1081706,0.83910603,17.525708,16.356967,1.953338026532666e-20
am1,115.9,6.1081706,0.83910603,17.525708,16.356967,1.953338026532666e-20
ngc6809,5.1,4.5697658,0.76738735,17.963381,18.018004,8.3529557941194e-21
ngc6809,5.1,4.5697658,0.76738735,17.963381,18.018004,8.3529557941194e-21
ngc2419,90.4,1.6398416,0.40003653,23.944221,25.733477,6.469349642775961e-21
ngc6553,4.1,1.0789815,0.38061089,7.6232801,7.699213,6.3616946572054765e-21
pal_6,6.2,1.0789815,0.38061089,7.6232801,7.699213,4.2069271120229755e-21
IC4499,17.6,2.756144,0.62470791,18.45465,20.328683,3.217915312807603e-21
ngc6553,4.1,92.75929,0.59246858,7.5995946,7.8053823,7.822124718349407e-23
ngc6553,4.1,138.6416,0.71766578,7.4181814,7.6226729,5.933316837898368e-23
pal_6,6.2,92.75929,0.59246858,7.5995946,7.8053823,5.172695378263318e-23
pal_6,6.2,92.75929,0.59246858,7.5995946,7.8053823,5.172695378263318e-23
ngc6402,8.4,0.97536005,0.21198444,14.604722,16.652515,7.729925890237769e-22
ngc6402,8.4,0.97536005,0.21198444,14.604722,16.652515,7.729925890237769e-22
ngc6171,6,3.1615723,0.6899361,15.321728,12.18262,6.626022081269167e-22
ngc6401,7.2,3.1615723,0.6899361,15.321728,12.18262,5.521685067724306e-22
ngc104,4.1,2.2921238,0.54533059,19.205294,17.725456,5.24206845873998e-22
ngc6637,7.8,3.1615723,0.6899361,15.321728,12.18262,5.096940062514744e-22
ngc6569,8.1,3.1615723,0.6899361,15.321728,12.18262,4.908164504643827e-22
ngc5466,16.3,2.8079252,0.62241281,18.7358,18.734204,4.3932392400825135e-22
ngc5466,16.3,2.8079252,0.62241281,18.7358,18.734204,4.3932392400825135e-22
ngc5466,16.3,2.8079252,0.62241281,18.7358,18.734204,4.3932392400825135e-22
ngc5286,11.3,1.1843112,0.36429654,9.0352591,11.502382,4.260158607827107e-22
ngc5286,11.3,1.1843112,0.36429654,9.0352591,11.502382,4.260158607827107e-22
ngc5286,11.3,1.1843112,0.36429654,9.0352591,11.502382,4.260158607827107e-22
ngc6388,10.9,6.4347782,0.83607638,16.573634,13.232447,3.2901730613015774e-22
ngc6864,17.7,1.1843112,0.36429654,9.0352591,11.502382,2.7197622750534633e-22
ngc6441,9.2,47.414799,0.14386421,18.052964,18.23361,6.671463286733509e-24
ngc6333,8.1,1.832657,0.4915667,13.384138,13.62842,4.252211342426518e-23
ngc6333,8.1,1.832657,0.4915667,13.384138,13.62842,4.252211342426518e-23
ngc6333,8.1,1.832657,0.4915667,13.384138,13.62842,4.252211342426518e-23
ngc6287,8.2,1.832657,0.4915667,13.384138,13.62842,4.2003551065432683e-23
ngc6287,8.2,1.832657,0.4915667,13.384138,13.62842,4.2003551065432683e-23
ngc6496,10.9,4.0189156,0.72315352,16.804577,17.234135,3.280495270687596e-23
pal_10,10.6,178.68427,0.67677706,16.29928,15.655193,3.317443903301291e-25
pal_10,10.6,178.68427,0.67677706,16.29928,15.655193,3.317443903301291e-25
ngc5139,4.9,176.64648,0.64400142,18.139294,20.932882,3.138482732446131e-25
ngc6266,6.6,0.77630016,0.076025672,16.449053,19.140029,5.684650138038024e-24
ngc6362,7.2,4.8807625,0.77253258,16.144072,13.336758,4.946637570742049e-24
ngc6362,7.2,4.8807625,0.77253258,16.144072,13.336758,4.946637570742049e-24
ngc288,8.1,4.8807625,0.77253258,16.144072,13.336758,4.397011173992931e-24
ngc288,8.1,4.8807625,0.77253258,16.144072,13.336758,4.397011173992931e-24
ngc6981,16.2,4.8553425,0.73221196,16.793912,32.074982,4.0276700234507546e-24
ngc5272,9.7,3.3092671,0.62725284,27.615116,17.005927,1.9535859996555482e-24
ngc7089,11.1,3.6563313,0.6988135,13.229318,16.763536,1.6243295259801709e-24
ngc6638,7.8,101.76267,0.47181081,14.771262,14.340499,6.306969315310888e-26
ngc6638,7.8,101.76267,0.47181081,14.771262,14.340499,6.306969315310888e-26
ngc6715,25.4,0.77630016,0.076025672,16.449053,19.140029,1.4771138153957073e-24
ngc7006,39.5,2.1922401,0.53198078,16.841097,14.221065,1.3001120533934125e-24
ngc7006,39.5,2.1922401,0.53198078,16.841097,14.221065,1.3001120533934125e-24
ngc7006,39.5,83.058704,0.37946042,15.640063,16.537079,4.766408748711813e-26
ngc6356,13.8,0.8434832,0.16998572,10.291851,10.668766,1.0334111076336452e-24
am1,115.9,178.68427,0.67677706,16.29928,15.655193,3.034072940033967e-26
am1,115.9,178.68427,0.67677706,16.29928,15.655193,3.034072940033967e-26
am1,115.9,178.68427,0.67677706,16.29928,15.655193,3.034072940033967e-26
am1,115.9,178.68427,0.67677706,16.29928,15.655193,3.034072940033967e-26
ngc6144,9.8,70.139474,0.29602721,14.333833,14.159733,2.3985021227020804e-26
ngc5904,7,72.519984,0.35772675,11.330037,9.6729451,1.4960720768877092e-26
ngc6273,8.3,3.6011475,0.70087485,12.480282,13.609416,3.400948570508787e-25
ngc6273,8.3,3.6011475,0.70087485,12.480282,13.609416,3.400948570508787e-25
ngc5286,11.3,72.519984,0.35772675,11.330037,9.6729451,9.2677031311628e-27
ngc6809,5.1,3.4772655,0.66334978,14.3184,18.498606,1.9729391318874297e-25
ngc6356,13.8,72.519984,0.35772675,11.330037,9.6729451,7.588771404502872e-27
pal_10,10.6,5.7214563,0.79534745,16.29928,13.490476,1.755788096537159e-25
pal_10,10.6,5.7214563,0.79534745,16.29928,13.490476,1.755788096537159e-25
pal_10,10.6,5.7214563,0.79534745,16.29928,13.490476,1.755788096537159e-25
pal_10,10.6,5.7214563,0.79534745,16.29928,13.490476,1.755788096537159e-25
pal_10,10.6,5.7214563,0.79534745,16.29928,13.490476,1.755788096537159e-25
ngc5024,18.1,169.25163,0.65898036,13.725123,12.563214,7.128524250496392e-27
ngc6809,5.1,1.2211832,0.2420625,19.6005,13.385075,1.2242969916910153e-25
ngc6809,5.1,1.2211832,0.2420625,19.6005,13.385075,1.2242969916910153e-25
ngc6809,5.1,1.2211832,0.2420625,19.6005,13.385075,1.2242969916910153e-25
ngc104,4.1,2.9083153,0.60609942,18.417377,13.519721,1.0676544179027107e-25
ngc5897,12.4,3.2167092,0.62662765,18.310644,18.168668,7.30416219033207e-26
ngc6539,7.5,3.4266052,0.66838907,15.003411,14.03884,5.554495922887348e-26
ngc6809,5.1,2.250544,0.50465574,18.526702,13.620668,2.823597148320065e-26
ngc6809,5.1,2.250544,0.50465574,18.526702,13.620668,2.823597148320065e-26
am1,115.9,5.7214563,0.79534745,16.29928,13.490476,1.6058113738821295e-26
am1,115.9,5.7214563,0.79534745,16.29928,13.490476,1.6058113738821295e-26
am1,115.9,5.7214563,0.79534745,16.29928,13.490476,1.6058113738821295e-26
am1,115.9,5.7214563,0.79534745,16.29928,13.490476,1.6058113738821295e-26
ngc2808,8.9,70.143383,0.24850563,17.609244,13.739965,4.443014191668947e-28
ngc6715,25.4,1.4664747,0.30374376,19.077861,16.633379,8.122952982701707e-27
ngc4833,5.7,2.2169533,0.48207433,13.970365,18.539593,1.1772947180674578e-27
ngc4590,9.9,2.2169533,0.48207433,13.970365,18.539593,6.7783635282671805e-28
IC4499,17.6,2.0623186,0.40213899,12.8628,32.351039,2.634165477612613e-28
ngc6539,7.5,0.98388666,0.13822518,13.586685,15.356187,2.0647673874276507e-28
ngc6273,8.3,0.9838876,0.13822537,13.586685,15.356187,1.8658341888405975e-28
ngc2808,8.9,3.1507771,0.55152331,15.040722,34.500001,9.888165294101669e-29
ngc4372,4.6,5.5569809,0.75378144,18.815032,16.516203,8.988803416025056e-29
ngc6388,10.9,3.1507771,0.55152331,15.040722,34.500001,8.073823038303198e-29
ngc4833,5.7,5.5569809,0.75378144,18.815032,16.516203,7.254122055037762e-29
ngc7006,39.5,1.7895926,0.42140102,12.715308,12.602702,3.0082088927095816e-29
ngc6779,9.7,2.023539,0.43300831,17.521014,14.082831,2.940743808822905e-29
ngc2808,8.9,5.039966,0.69037325,18.928643,34.961552,2.9349456252412684e-29
ngc6341,8,3.3992301,0.64691704,13.587918,12.790494,1.9666755736734147e-29
ngc6539,7.5,2.3175234,0.50764486,13.390448,13.435973,1.59383764678396e-29
ngc6273,8.3,2.3175234,0.50764486,13.390448,13.435973,1.4402147410698435e-29
ngc5286,11.3,3.3992301,0.64691704,13.587918,12.790494,1.3923366893263114e-29
Rup106,20.3,5.7299956,0.76344959,17.070299,16.449361,1.1738823193714314e-29
Rup106,20.3,5.7299956,0.76344959,17.070299,16.449361,1.1738823193714314e-29
ngc6864,17.7,3.3992301,0.64691704,13.587918,12.790494,8.888929146546509e-30
ngc6229,28.3,5.1206409,0.74746052,13.367667,16.212299,7.641945452219156e-30
ngc6229,28.3,5.1206409,0.74746052,13.367667,16.212299,7.641945452219156e-30
ngc1261,15.2,2.0105619,0.43185091,14.741909,14.3104,2.296119086120107e-30
ngc1261,15.2,2.0105619,0.43185091,14.741909,14.3104,2.296119086120107e-30
ngc6441,9.2,2.5768371,0.49600572,19.250813,17.830175,1.6214656245368112e-30
ngc7078,10,2.5768371,0.49600572,19.250813,17.830175,1.4917483745738658e-30
ngc6229,28.3,2.0105619,0.43185091,14.741909,14.3104,1.2332512406016123e-30
ngc6656,3.1,5.8338181,0.75811144,16.123803,15.988945,4.847482700518987e-31
ngc5272,9.7,5.8338181,0.75811144,16.123803,15.988945,1.549195502227718e-31
ngc5986,10,5.8338181,0.75811144,16.123803,15.988945,1.5027196371608863e-31
ngc5986,10,5.8338181,0.75811144,16.123803,15.988945,1.5027196371608863e-31
Djor2,13.2,5.8338181,0.75811144,16.123803,15.988945,1.1384239675461262e-31
ngc288,8.1,129.84813,0.43016662,14.497635,17.977241,3.369414959126864e-33
pal_11,11.9,129.84813,0.43016662,14.497635,17.977241,2.293467325119966e-33
pal_11,11.9,129.84813,0.43016662,14.497635,17.977241,2.293467325119966e-33
ngc6715,25.4,1.7883832,0.34235625,16.001597,16.445391,2.2118519138192446e-32
ngc2419,90.4,202.39126,0.58330767,17.582096,22.369994,8.471123094167424e-34
ngc4590,9.9,2.0562204,0.38495078,15.832251,19.451267,7.04188765115768e-33
ngc6218,5.4,1.3101652,0.21338454,14.820045,13.284357,5.8457420410935256e-33
ngc6218,5.4,1.3101652,0.21338454,14.820045,13.284357,5.8457420410935256e-33
ngc6760,6.9,1.3101652,0.21338454,14.820045,13.284357,4.574928553899281e-33
ngc6760,6.9,1.3101652,0.21338454,14.820045,13.284357,4.574928553899281e-33
ngc6760,6.9,1.3101652,0.21338454,14.820045,13.284357,4.574928553899281e-33
ngc5927,7,1.3101652,0.21338454,14.820045,13.284357,4.50957243170072e-33
ngc5927,7,1.3101652,0.21338454,14.820045,13.284357,4.50957243170072e-33
ngc6626,5.5,1.0188302,0.18253051,11.22805,5.6930374,2.9515141834410698e-33
ngc6553,4.1,4.2250524,0.72826281,7.8763967,8.0076429,2.9213961819085188e-33
ngc6541,7.2,1.0188302,0.18253051,11.22805,5.6930374,2.2546288901285946e-33
ngc6934,14.4,1.3101652,0.21338454,14.820045,13.284357,2.1921532654100723e-33
ngc6440,7.5,1.0188302,0.18253051,11.22805,5.6930374,2.1644437345234508e-33
ngc6440,7.5,1.0188302,0.18253051,11.22805,5.6930374,2.1644437345234508e-33
pal_6,6.2,4.2250524,0.72826281,7.8763967,8.0076429,1.9318910235201496e-33
ngc5466,16.3,5.3600457,0.69426267,19.207635,25.721277,4.925130620595128e-34
ngc104,4.1,3.1147705,0.48334877,36.76914,15.379729,1.3366422116457854e-34
ngc5466,16.3,7.7368397,0.77684052,19.601166,26.65986,1.1447607296223136e-34
ngc7006,39.5,1.8355739,0.33534638,14.885905,17.122913,1.1545633527845732e-34
ngc7006,39.5,1.8355731,0.33534621,14.885905,17.122913,1.154518171190871e-34
ngc6266,6.6,3.1147705,0.48334877,36.76914,15.379729,8.303383435981394e-35
IC1276,8.9,4.9908541,0.70724598,15.555604,14.06782,6.128570593153263e-35
IC1276,8.9,4.9908541,0.70724598,15.555604,14.06782,6.128570593153263e-35
ngc6584,12.5,2.0248387,0.36792212,16.157334,16.192687,2.1024618167230617e-35
ngc3201,4.9,2.6860518,0.4898558,13.73585,16.660872,1.14670681364889e-35
ngc6584,12.5,2.6860518,0.4898558,13.73585,16.660872,4.495090709503649e-36
ngc4833,5.7,5.2970175,0.68901467,17.884635,20.949592,2.7872994223432406e-36
ngc4833,5.7,5.2970175,0.68901467,17.884635,20.949592,2.7872994223432406e-36
IC1276,8.9,3.9360099,0.62006382,15.482986,16.500861,2.3356194146446984e-36
ngc6144,9.8,3.9360099,0.62006382,15.482986,16.500861,2.1211237541161035e-36
ngc4590,9.9,5.2970175,0.68901467,17.884635,20.949592,1.6048087583188357e-36
ngc6809,5.1,2.5984525,0.46403898,13.411481,17.82367,7.73138665088637e-37
ngc6535,6.6,1.9452471,0.35705881,13.775459,13.550733,4.3690630500215665e-37
ngc6535,6.6,1.9452471,0.35705881,13.775459,13.550733,4.3690630500215665e-37
ngc4372,4.6,119.31628,0.30976362,16.674743,18.49809,1.1298240674374463e-38
ngc4372,4.6,119.31628,0.30976362,16.674743,18.49809,1.1298240674374463e-38
ngc7006,39.5,203.28453,0.53965278,19.431993,17.087908,1.0121596646286737e-38
ngc5897,12.4,429.31821,0.74597287,23.025051,19.198821,5.367399301241279e-39
ngc5897,12.4,429.31821,0.74597287,23.025051,19.198821,5.367399301241279e-39
ngc4590,9.9,119.31628,0.30976362,16.674743,18.49809,5.249687586072984e-39
ngc7006,39.5,5.9278535,0.73662999,16.508536,13.545554,4.903487107755652e-38
ngc7006,39.5,5.9278535,0.73662999,16.508536,13.545554,4.903487107755652e-38
Rup106,20.3,221.50983,0.56362631,17.227161,15.608151,1.0241273170492434e-40
Rup106,20.3,221.50983,0.56362631,17.227161,15.608151,1.0241273170492434e-40
Rup106,20.3,221.50983,0.56362631,17.227161,15.608151,1.0241273170492434e-40
Rup106,20.3,221.50983,0.56362631,17.227161,15.608151,1.0241273170492434e-40
ngc7078,10,1.9288269,0.29899927,17.456199,16.44183,1.430015023533629e-39
ngc5053,16,6.1791019,0.73005731,14.09518,17.769547,4.451222667703475e-40
ngc5053,16,6.1791019,0.73005731,14.09518,17.769547,4.451222667703475e-40
ngc5053,16,6.1791019,0.73005731,14.09518,17.769547,4.451222667703475e-40
ngc6266,6.6,2.3863242,0.37489175,20.260001,15.112658,4.332140613002187e-41
ngc6712,6.4,127.28786,0.31185544,16.53869,15.170365,6.663702308337835e-43
ngc6715,25.4,2.3863242,0.37489175,20.260001,15.112658,1.1256743325123791e-41
ngc4372,4.6,5.5003442,0.68845387,17.514994,14.12629,4.856735968447029e-42
ngc4833,5.7,5.5003442,0.68845387,17.514994,14.12629,3.9194711324309355e-42
ngc4833,5.7,5.5003442,0.68845387,17.514994,14.12629,3.9194711324309355e-42
ngc4590,9.9,5.5003442,0.68845387,17.514994,14.12629,2.2566651974602354e-42
ngc7006,39.5,1.9442913,0.30637769,14.278087,14.729307,6.767770781168972e-43
ngc5897,12.4,3.8426729,0.53876279,18.876215,21.626399,3.914763287719589e-43
ngc6723,8.2,1.9992432,0.29562456,17.267064,14.074283,1.3591028334897042e-43
ngc6723,8.2,1.9992432,0.29562456,17.267064,14.074283,1.3591028334897042e-43
ngc6723,8.2,1.9992432,0.29562456,17.267064,14.074283,1.3591028334897042e-43
ngc6723,8.2,1.9992432,0.29562456,17.267064,14.074283,1.3591028334897042e-43
ngc6496,10.9,1.9992432,0.29562456,17.267064,14.074283,1.0224443334509703e-43
IC1276,8.9,2.6640351,0.41382537,14.346315,18.170726,4.517927414794791e-44
ngc6144,9.8,2.6640351,0.41382537,14.346315,18.170726,4.1030157134360864e-44
ngc5024,18.1,4.5329832,0.58953182,12.953635,26.652668,2.664003747486679e-45
ngc6539,7.5,4.9873411,0.65554532,14.828157,13.467272,2.1047805600847317e-45
ngc6273,8.3,4.9873411,0.65554532,14.828157,13.467272,1.9019101446548777e-45
ngc6402,8.4,4.9873411,0.65554532,14.828157,13.467272,1.87926835721851e-45
ngc6402,8.4,4.9873411,0.65554532,14.828157,13.467272,1.87926835721851e-45
ngc6229,28.3,3.1474768,0.43342972,28.193394,15.227818,5.780364283913304e-46
Rup106,20.3,83.415621,0.10925142,13.653764,16.951558,1.4468352604330533e-47
ngc1851,11.7,1.7111778,0.2731644,8.1427799,12.304534,2.2317938675611237e-46
ngc5053,16,6.5704749,0.70535433,18.523238,17.991869,1.7456909121918976e-46
ngc6712,6.4,2.054413,0.27972539,16.1894,16.448587,1.5752106190223249e-46
ngc6496,10.9,2.054413,0.27972539,16.1894,16.448587,9.248943084167779e-47
ngc6273,8.3,3.5888074,0.53871882,13.569756,13.255773,1.2841994627005213e-47
ngc6273,8.3,3.5888074,0.53871882,13.569756,13.255773,1.2841994627005213e-47
